StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,QID41_1,QID41_2,QID41_3,QID41_4,QID41_5,QID41_6,QID41_7,QID41_8,QID41_9,QID41_10,QID41_11,QID45_1,QID45_2,QID45_3,QID45_4,QID45_5,QID45_6,QID45_7,QID45_8,QID45_9,QID45_10,QID45_11,QID42_1,QID42_2,QID42_3,QID42_4,QID42_5,QID42_6,QID42_7,QID42_8,QID42_9,QID42_10,QID42_11,QID44_1,QID44_2,QID44_3,QID44_4,QID44_5,QID44_6,QID44_7,QID44_8,QID44_9,QID44_10,QID44_11,condition,vis,userID,un
3/25/18 12:51,3/25/18 12:54,IP Address,24.74.83.156,100,217,TRUE,3/25/18 12:54,R_277sG7jdHeF42uE,,,,,35.21800232,-80.7858963,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,none,measles,14cfd2db-7760-4066-a3c9-d47de048d3e0,177
3/25/18 12:53,3/25/18 12:54,IP Address,50.45.48.20,100,92,TRUE,3/25/18 12:54,R_2urMY29ILEFdvJq,,,,,37.72290039,-88.8852005,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,,,,,,,,,,,,all,gun-deaths,f2c329af-5521-4ea2-a74b-f0f2e255dd71,198
3/25/18 12:53,3/25/18 12:55,IP Address,71.54.135.88,100,102,TRUE,3/25/18 12:55,R_3lPpk28xVLyiyRi,,,,,34.87910461,-77.59059906,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,,,,,,,,,,,story,gun-deaths,55d6dd89-3f46-44eb-928b-fba788548ea2,199
3/25/18 12:49,3/25/18 12:55,IP Address,24.5.113.154,100,383,TRUE,3/25/18 12:55,R_3qydPbc5JLA2dWc,,,,,36.62489319,-121.8256989,anonymous,EN,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,all,us-healthcare,5ebec524-db26-48bb-870a-3f43d63d2127,113
3/25/18 12:54,3/25/18 12:56,IP Address,117.221.144.55,100,86,TRUE,3/25/18 12:56,R_1INmlt6nb5xeaeZ,,,,,10.51669312,76.21670532,anonymous,EN,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,us-healthcare,ef568f68-d8ce-4b12-a547-1bc2f366551c,189
3/25/18 12:53,3/25/18 12:57,IP Address,172.97.7.163,100,210,TRUE,3/25/18 12:57,R_3g6Q16Khz30VCFF,,,,,34.06970215,-103.3305969,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,all,measles,f2512408-2534-4893-a8ff-677b1d02b708,190
3/25/18 12:52,3/25/18 12:57,IP Address,68.0.165.247,100,285,TRUE,3/25/18 12:57,R_1H2Dd7XgmA4wiBf,,,,,31.59179688,-110.1718979,anonymous,EN,,,,,,,,,,,,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,int,carbon-clock,6f24b2f4-ab5c-48c1-bb76-e0f9226eff3d,196
3/25/18 12:57,3/25/18 12:58,IP Address,74.139.131.62,100,104,TRUE,3/25/18 12:58,R_1HqJLtEczMxVtcF,,,,,37.05499268,-84.45510101,anonymous,EN,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,story,us-healthcare,e1923c6e-c3e2-4ea0-9050-27712048bd0c,114
3/25/18 12:55,3/25/18 12:59,IP Address,68.224.200.251,100,208,TRUE,3/25/18 12:59,R_3HAXN0r8SCSLeTG,,,,,41.77589417,-72.52149963,anonymous,EN,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,int,us-healthcare,904ac9e0-e401-4480-8714-617fc0f2fa9a,188
3/25/18 12:49,3/25/18 13:00,IP Address,99.100.192.189,100,659,TRUE,3/25/18 13:00,R_2CNz09GfOnhjLtP,,,,,38.58050537,-90.2743988,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,story,gun-deaths,d8e753fa-9b32-4072-8625-7b052df48770,173
3/25/18 12:55,3/25/18 13:00,IP Address,47.187.117.72,100,307,TRUE,3/25/18 13:00,R_2cwTENzvlDMrQnY,,,,,32.95880127,-96.98120117,anonymous,EN,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,us-healthcare,de6a7887-472e-4ae2-ab27-1fe6fdbcb7a8,131
3/25/18 12:56,3/25/18 13:00,IP Address,104.11.61.83,100,279,TRUE,3/25/18 13:00,R_1gvFQtPBXd4UO2h,,,,,37.91810608,-122.0735016,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,int,gun-deaths,421ad5ed-826e-4d7c-a3bf-c8e0c647820e,184
3/25/18 12:56,3/25/18 13:01,IP Address,73.135.197.147,100,320,TRUE,3/25/18 13:01,R_3dGtNeY0Y7JshGT,,,,,39.15879822,-75.49410248,anonymous,EN,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,us-healthcare,aaeff3be-b8b1-4680-b5e6-7246a1703e36,84
3/25/18 13:02,3/25/18 13:02,IP Address,108.52.204.129,100,29,TRUE,3/25/18 13:02,R_278tgWAjEFbHhg4,,,,,39.91929626,-75.41899872,anonymous,EN,,,,,,,,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,int,carbon-clock,6380e988-6776-4724-86b2-e202397cdcb4,212
3/25/18 13:00,3/25/18 13:03,IP Address,99.203.4.39,100,171,TRUE,3/25/18 13:03,R_1Pdfzfjpqpap0L0,,,,,33.68780518,-84.2507019,anonymous,EN,,,,,,,,,,,,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,all,carbon-clock,9922b8a7-d28b-426e-913d-7d65c9352980,210
3/25/18 12:30,3/25/18 13:03,IP Address,98.179.187.81,100,1981,TRUE,3/25/18 13:03,R_YRd6q8QFRCpf9Sh,,,,,41.50590515,-72.90809631,anonymous,EN,,,,,,,,,,,,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,int,carbon-clock,2f79c9e1-0051-44dc-a2da-e691a770fa49,18
3/25/18 13:02,3/25/18 13:04,IP Address,97.85.0.184,100,100,TRUE,3/25/18 13:04,R_22XqEcJRdhfoiRQ,,,,,44.34150696,-84.18759918,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,story,gun-deaths,3a1bc21f-eead-416d-829c-78785808e789,215
3/25/18 13:00,3/25/18 13:04,IP Address,107.85.68.24,100,231,TRUE,3/25/18 13:04,R_1CvZRaW3jJeWxs5,,,,,36.15109253,-115.1104965,anonymous,EN,,,,,,,,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,none,carbon-clock,9badbc59-a97f-4c07-974d-b0fbae48ff95,213
3/25/18 12:56,3/25/18 13:04,IP Address,50.107.141.126,100,479,TRUE,3/25/18 13:04,R_2satn5urnImtLOX,,,,,41.2808075,-75.89620209,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,,,,,,,,,,,,none,gun-deaths,459f3f59-102d-4eee-b386-08e4b9c1943f,201
3/25/18 12:57,3/25/18 13:04,IP Address,108.31.111.105,100,430,TRUE,3/25/18 13:04,R_27VgQVWIMJHB2tA,,,,,38.90849304,-77.0177002,anonymous,EN,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,us-healthcare,80482b1f-bfb4-439d-9bc6-012fa15bb469,205
3/25/18 13:02,3/25/18 13:04,IP Address,216.105.177.158,100,130,TRUE,3/25/18 13:04,R_UipT4UbgF0LtC6d,,,,,31.4382019,-83.43910217,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,,,,,,,,,,,,all,gun-deaths,8bc8e67d-1685-40c3-acb1-50f3cc8a1b50,214
3/25/18 13:03,3/25/18 13:05,IP Address,99.150.227.99,100,100,TRUE,3/25/18 13:05,R_2SDGk6AoPLueVjP,,,,,35.74339294,-78.53610229,anonymous,EN,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,int,us-healthcare,09eb25d9-3a25-4d0a-8606-84f6fa28b479,225
3/25/18 13:05,3/25/18 13:06,IP Address,98.247.142.31,100,101,TRUE,3/25/18 13:06,R_1qfHj5gejyavaXk,,,,,47.63189697,-122.2967987,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,story,measles,dfe9d0c9-b27c-4256-a314-7398976c96a7,223
3/25/18 13:06,3/25/18 13:07,IP Address,174.205.7.200,100,96,TRUE,3/25/18 13:07,R_vIdrRcQVsV83865,,,,,38.90849304,-77.0177002,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,int,measles,d6d788d0-8713-46fc-9b2e-7725bf99dc27,229
3/25/18 13:06,3/25/18 13:08,IP Address,75.107.54.175,100,130,TRUE,3/25/18 13:08,R_07XJAt7qPKrEuyZ,,,,,35.50180054,-97.13240051,anonymous,EN,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,story,us-healthcare,ffa62aaa-56f6-4dfc-8cbf-1b0349335bd7,224
3/25/18 13:08,3/25/18 13:09,IP Address,71.11.74.140,100,50,TRUE,3/25/18 13:09,R_2rrmZ7Whpw1nYlJ,,,,,43.37399292,-124.1477051,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,,,,,,,,,,,,none,gun-deaths,18762be9-3207-4a3b-badb-a223e5e25870,238
3/25/18 13:08,3/25/18 13:09,IP Address,68.2.88.55,100,84,TRUE,3/25/18 13:09,R_28PagGZWkovyybF,,,,,33.3730011,-112.0309982,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,story,gun-deaths,c311fb1c-1cb8-45a4-bb74-b67aba0076b0,236
3/25/18 13:07,3/25/18 13:09,IP Address,47.205.182.67,100,142,TRUE,3/25/18 13:09,R_2c0IqqdC3gpoQi3,,,,,27.57009888,-82.37979889,anonymous,EN,,,,,,,,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,story,carbon-clock,ed2f61af-165a-4376-9b78-579871d9e330,232
3/25/18 13:07,3/25/18 13:10,IP Address,174.208.24.104,100,163,TRUE,3/25/18 13:10,R_brcWfT2TBVrieqt,,,,,40.32449341,-111.9617996,anonymous,EN,,,,,,,,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,int,carbon-clock,57bcb6c9-3544-4ca1-97c9-96862bc637ef,233
3/25/18 13:08,3/25/18 13:10,IP Address,70.126.175.55,100,115,TRUE,3/25/18 13:10,R_1ON8FfqMBBaOXpK,,,,,27.97569275,-82.74289703,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,story,measles,f2813993-22e5-40f4-9081-a06944dcb0ec,228
3/25/18 13:07,3/25/18 13:11,IP Address,47.35.125.92,100,251,TRUE,3/25/18 13:11,R_2SCamLiC371sWCv,,,,,44.90620422,-85.02929688,anonymous,EN,,,,,,,,,,,,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,none,carbon-clock,18b765cc-47d7-4051-9c20-d1fb84ba93a8,234
3/25/18 13:04,3/25/18 13:11,IP Address,72.195.180.213,100,391,TRUE,3/25/18 13:11,R_yQLIo0RuM4x1J0B,,,,,32.58140564,-83.62860107,anonymous,EN,,,,,,,,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,story,carbon-clock,59654cc7-92ba-4de8-b7ac-14ea960ba582,211
3/25/18 13:10,3/25/18 13:12,IP Address,32.214.167.158,100,113,TRUE,3/25/18 13:12,R_3exf45CwgbslGYx,,,,,41.33039856,-72.97059631,anonymous,EN,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,all,us-healthcare,be4ef079-7ca2-4672-b39e-90da339418ab,239
3/25/18 13:10,3/25/18 13:13,IP Address,104.162.71.49,100,185,TRUE,3/25/18 13:13,R_9tyzvfK1Jq7abeN,,,,,40.62339783,-74.02880096,anonymous,EN,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,story,us-healthcare,66fec4cf-7aa9-49df-8bb1-0dc80ff119ca,240
3/25/18 13:02,3/25/18 13:13,IP Address,71.60.142.209,100,689,TRUE,3/25/18 13:13,R_2CIDeuEvvqzPkyv,,,,,40.28370667,-79.38210297,anonymous,EN,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,int,us-healthcare,6bfc642d-8a7e-40d0-9a49-f9ace0461d86,204
3/25/18 13:12,3/25/18 13:14,IP Address,96.250.59.137,100,109,TRUE,3/25/18 13:14,R_1hyYpsIX9NmMkuD,,,,,40.86849976,-73.83940125,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,int,measles,f2f2dcac-5010-4353-93bf-198e5202bc86,245
3/25/18 13:09,3/25/18 13:15,IP Address,185.177.0.7,100,402,TRUE,3/25/18 13:15,R_3e2IsNXg1FVC71v,,,,,39,71,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,int,measles,099464d7-65ef-48f3-b0c0-9482354be88b,208
3/25/18 13:15,3/25/18 13:16,IP Address,65.255.136.44,100,101,TRUE,3/25/18 13:16,R_1JDEmTRjDnFOOt5,,,,,40.25480652,-92.95310211,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,all,measles,10cee262-2200-4f41-946d-5bd5a0b9f1a6,243
3/25/18 13:15,3/25/18 13:16,IP Address,24.19.15.71,100,79,TRUE,3/25/18 13:16,R_5pv13nd4KHswIEx,,,,,47.75549316,-122.2991943,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,,,,,,,,,,,,none,gun-deaths,6f52765a-60e7-4ce3-aa3a-c252524d6760,254
3/25/18 13:07,3/25/18 13:17,IP Address,216.164.117.97,100,575,TRUE,3/25/18 13:17,R_3dMlzo2Gatj0nCD,,,,,40.71369934,-75.47930145,anonymous,EN,,,,,,,,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,none,carbon-clock,2f888b28-52a1-4936-bf8e-c8f4029afdf8,124
3/25/18 13:15,3/25/18 13:17,IP Address,99.19.101.168,100,107,TRUE,3/25/18 13:17,R_2D8n6NKUek2koPq,,,,,44.05990601,-88.52780151,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,all,gun-deaths,36b817f7-b45e-438b-adf6-d027a985fbe8,251
3/25/18 13:15,3/25/18 13:17,IP Address,172.58.169.134,100,103,TRUE,3/25/18 13:17,R_2YLBzQ0jLoPeoU9,,,,,28.38529968,-81.44799805,anonymous,EN,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,int,us-healthcare,5423fc95-dce0-498f-9f97-84216a9606a4,257
3/25/18 13:17,3/25/18 13:18,IP Address,172.58.201.171,100,68,TRUE,3/25/18 13:18,R_6hENGbCoMpPtJPH,,,,,40.22619629,-75.29309845,anonymous,EN,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,story,us-healthcare,10314e81-47cf-44a0-9c49-feef83eef567,256
3/25/18 13:09,3/25/18 13:18,IP Address,69.125.65.103,100,564,TRUE,3/25/18 13:18,R_338tblMu7CDFkZ5,,,,,40.90280151,-74.09600067,anonymous,EN,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,int,us-healthcare,c0c4e8a2-31d9-41f8-a025-5de86f768e8e,241
3/25/18 13:18,3/25/18 13:19,IP Address,24.19.15.71,100,45,TRUE,3/25/18 13:19,R_24HLv4M8KuHx6wZ,,,,,47.75549316,-122.2991943,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,,,,,,,,,,,,int,gun-deaths,9487d2a2-c606-4a49-863c-adcaeb4cec53,269
3/25/18 13:18,3/25/18 13:19,IP Address,71.61.13.105,100,60,TRUE,3/25/18 13:19,R_22K2B631JqHNXjC,,,,,40.32240295,-80.03549957,anonymous,EN,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,all,us-healthcare,db536aef-ef2f-4dd5-a917-37f83d58cc07,271
3/25/18 13:19,3/25/18 13:21,IP Address,184.90.247.11,100,122,TRUE,3/25/18 13:21,R_RCwt3sjfv1fvT1L,,,,,28.52250671,-81.48349762,anonymous,EN,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,story,us-healthcare,9b53d1c2-f58d-4cdb-8eb0-8d5696a28bed,273
3/25/18 13:15,3/25/18 13:21,IP Address,74.89.196.80,100,357,TRUE,3/25/18 13:21,R_56IJmpFf6fsxSzT,,,,,41.10209656,-72.37419891,anonymous,EN,,,,,,,,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,none,carbon-clock,0e84c29e-f408-4c61-908c-a1c039fb40f2,250
3/25/18 13:20,3/25/18 13:21,IP Address,71.76.146.142,100,73,TRUE,3/25/18 13:21,R_1LvXSGVRhAkGFCa,,,,,36.18240356,-79.80670166,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,story,measles,07f2c80b-ee71-4596-b727-740f8369cc45,244
3/25/18 13:20,3/25/18 13:22,IP Address,45.27.36.30,100,113,TRUE,3/25/18 13:22,R_3RgvarUKxoTAnzD,,,,,34.90109253,-82.2661972,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,,,,,,,,,,,,none,gun-deaths,10beeaae-02ab-418d-81b5-6b4d2e3b5df5,270
3/25/18 13:22,3/25/18 13:23,IP Address,75.185.181.160,100,69,TRUE,3/25/18 13:23,R_2dTpwfchpFvCHUQ,,,,,41.07229614,-81.54740143,anonymous,EN,,,,,,,,,,,,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,int,carbon-clock,097d9f5c-5e96-440e-bd62-a434b6d8f431,282
3/25/18 13:21,3/25/18 13:23,IP Address,71.199.224.83,100,111,TRUE,3/25/18 13:23,R_3FVDe9ZFStuC9ZV,,,,,30.35090637,-81.6446991,anonymous,EN,,,,,,,,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,int,carbon-clock,0ed004db-7690-46a8-80e3-682a5a5cd60d,265
3/25/18 13:22,3/25/18 13:24,IP Address,108.74.200.94,100,130,TRUE,3/25/18 13:24,R_1mg5FsKsjmWuNbl,,,,,39.81500244,-85.78350067,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,none,measles,ed3e2b81-bbe8-48de-a684-d00259f6824b,279
3/25/18 13:23,3/25/18 13:25,IP Address,99.89.114.48,100,130,TRUE,3/25/18 13:25,R_3JCac0tLbEv1TJ7,,,,,38.65010071,-121.2534027,anonymous,EN,,,,,,,,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,none,carbon-clock,5646304e-8738-4d29-80b5-ad4c85618a8e,283
3/25/18 13:23,3/25/18 13:25,IP Address,104.129.206.76,100,126,TRUE,3/25/18 13:25,R_1gTL140vHKNEoZE,,,,,37.25250244,-121.8894043,anonymous,EN,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,int,us-healthcare,68b95891-a671-49b3-bb00-d9ef40961f03,274
3/25/18 13:14,3/25/18 13:25,IP Address,64.99.233.31,100,677,TRUE,3/25/18 13:25,R_1oFLw4VDgHXD02T,,,,,37.9875946,-78.6085968,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,all,gun-deaths,57d5f396-36db-4a9b-ba6f-0fe8e1245aab,235
3/25/18 13:24,3/25/18 13:25,IP Address,108.20.38.93,100,108,TRUE,3/25/18 13:25,R_3HGkoTGpDDbTd0X,,,,,42.73240662,-71.186203,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,story,measles,6f7107b3-8155-4c13-80e5-de16d0ad7b7c,277
3/25/18 13:23,3/25/18 13:26,IP Address,71.9.22.109,100,182,TRUE,3/25/18 13:26,R_2rJiIZKRcOydjo6,,,,,39.48959351,-119.7491989,anonymous,EN,,,,,,,,,,,,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,none,carbon-clock,d49879d4-cf75-41bc-84f8-c9c8d599233c,266
3/25/18 13:24,3/25/18 13:26,IP Address,73.101.106.179,100,115,TRUE,3/25/18 13:26,R_3dVTwAEuZJJMuZC,,,,,41.2808075,-75.89620209,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,,,,,,,,,,,,int,gun-deaths,d24b108b-719d-4fd0-9ee4-7306eadac24b,286
3/25/18 13:19,3/25/18 13:26,IP Address,72.10.212.194,100,429,TRUE,3/25/18 13:26,R_2SqXgACoXzkJwv9,,,,,43.33760071,-74.95359802,anonymous,EN,,,,,,,,,,,,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,story,carbon-clock,e520269d-76d8-4efd-a216-9565204b1504,248
3/25/18 13:25,3/25/18 13:27,IP Address,50.38.72.7,100,151,TRUE,3/25/18 13:27,R_2xS4iQIhiSdqfip,,,,,45.58259583,-122.3534012,anonymous,EN,,,,,,,,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,story,carbon-clock,eb1f5717-c50c-4e27-ab1f-0b119ad22bee,281
3/25/18 13:28,3/25/18 13:28,IP Address,108.209.242.168,100,26,TRUE,3/25/18 13:28,R_1gzRNEHOr9TnDSP,,,,,38.74220276,-90.25789642,anonymous,EN,,,,,,,,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,none,carbon-clock,cf59ced8-3d72-4594-a0d6-7b775e3d93c5,299
